code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_day_click,total_click,befor_modulopen_click,after_modulopen_click,resource_sum_click,oucontent_sum_click,url_sum_click,homepage_sum_click,subpage_sum_click,glossary_sum_click,forumng_sum_click,oucollaborate_sum_click,dataplus_sum_click,quiz_sum_click,ouelluminate_sum_click,sharedsubpage_sum_click,questionnaire_sum_click,page_sum_click,externalquiz_sum_click,ouwiki_sum_click,dualpane_sum_click,repeatactivity_sum_click,folder_sum_click,htmlactivity_sum_click,final_score,date_registration
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,11,2016,137,1879,9,1026,-1,389,138,8,445,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.6,-108
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,4,1183,155,1028,15,770,1,197,86,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,-138
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,2,492,12,480,8,315,6,88,39,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.8,-74
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1,130,51,79,6,43,1,31,23,-1,25,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,-64
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,0,59,25,34,-1,21,-1,16,1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.75,-50
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,8,1961,219,1742,18,1129,39,331,170,1,265,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.8,-107
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4,1046,25,1021,14,721,16,130,64,1,99,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.5,-8
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2,483,51,432,1,343,2,101,18,-1,17,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.9,-52
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,7,1740,8,1732,12,962,102,356,235,-1,64,1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.8,-96
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,3,652,1,651,294,132,11,93,54,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.5,-141
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,19,5231,390,4841,27,1510,145,885,275,12,2362,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.9,-132
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1,187,5,182,9,33,5,59,38,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.5,-27
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,7,1775,157,1618,32,983,3,443,52,-1,258,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.7,-80
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,3,865,0,865,1,551,35,214,54,-1,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-145
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,3,709,2,707,21,257,18,217,87,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.21761364,-17
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,8,2152,254,1898,27,1387,5,363,30,1,322,3,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.3,-115
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,2,514,59,455,30,244,18,127,62,-1,30,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.8,-32
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,7,1997,312,1685,11,573,59,382,200,-1,772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.3,-59
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,3,513,34,479,11,216,4,101,70,-1,100,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.4,-83
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1,146,9,137,1,53,-1,40,15,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.4,-18
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,5,1277,195,1082,16,957,4,234,40,-1,24,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.1,-66
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,11,68,68,0,1,24,1,22,6,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,-54
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,4,987,0,987,12,527,49,267,118,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.9,-107
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4,1220,154,1066,14,744,4,253,31,1,163,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.6,-58
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,10,2742,353,2389,25,304,10,749,75,-1,1579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.9,-123
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20%,0-35,0,60,N,Pass,4,1081,88,993,26,474,82,223,119,-1,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.3,-31
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,6,1476,51,1425,8,765,20,337,110,-1,235,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.3,-107
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,8,2230,180,2050,22,1305,104,434,212,-1,142,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.4,-121
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,46,12882,669,12213,50,1911,141,4747,244,-1,5774,3,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.8,-79
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1,281,50,231,17,33,1,146,33,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.5,-59
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,5,1281,199,1082,30,485,7,485,95,-1,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.6,-100
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,24,6589,272,6317,100,1417,113,954,343,1,3652,1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.6,-47
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,36,10083,805,9278,20,1880,220,2066,342,-1,5539,2,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.2,-67
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,8,1901,161,1740,19,1090,100,335,188,-1,159,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.2,-32
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,7,1961,136,1825,13,1087,-1,468,27,-1,351,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.5,-165
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,133,31,102,2,33,1,56,16,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.6,-32
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,38,2376,488,1888,75,987,11,354,78,1,857,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.4,-67
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,6,1655,188,1467,15,466,29,238,75,-1,827,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.1,-64
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1,301,1,300,9,168,4,70,44,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.6,-103
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,2,648,25,623,11,301,8,136,50,-1,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.2,-53
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,2,332,59,273,6,126,1,91,34,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.5,-32
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,4,303,130,173,8,67,6,97,21,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.6,-192
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,13,2286,214,2072,5,430,55,572,100,-1,1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.2,-196
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,5,1316,26,1290,6,763,11,275,111,-1,130,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4,-110
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1,333,30,303,4,195,11,72,49,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.8,-57
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1,201,0,201,6,54,3,71,42,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,48
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,14,880,65,815,14,391,39,231,86,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5,-71
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,7,1950,289,1661,9,1263,89,283,157,-1,143,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.4,-81
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,3,838,159,679,9,259,37,245,91,1,195,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.5,-60
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,13,3644,128,3516,28,1082,31,725,125,-1,1650,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.6,-49
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,0,65,0,65,3,23,-1,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.21761364,-12
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,2,547,3,544,6,371,5,81,74,-1,6,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.5,-37
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,8,2219,160,2059,6,1227,85,413,137,-1,343,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,-18
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,2,569,11,558,10,132,3,222,64,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.4,-75
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,5,164,0,164,-1,113,3,28,15,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.75,-44
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,3,761,26,735,34,393,5,161,97,-1,66,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.4,-49
AAA,2013J,354858,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Withdrawn,18,198,144,54,5,142,1,32,12,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.75,-32
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,1,166,0,166,8,45,5,61,38,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.3,-38
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,4,821,35,786,5,579,38,140,58,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,-129
AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,3,891,111,780,11,396,29,130,68,-1,250,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.6,-38
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,8,2129,196,1933,31,748,32,719,121,1,472,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.4,-52
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,6,1465,95,1370,3,832,78,401,119,-1,13,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-4
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,2,437,77,360,31,193,5,95,55,-1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49.1,-123
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,1,292,53,239,13,66,11,64,50,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.75,-60
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,3,677,43,634,11,408,15,121,76,2,43,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4,-19
AAA,2013J,376439,M,North Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,9,2342,374,1968,18,465,49,660,112,1,1037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.3,-87
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,10,2333,0,2333,14,1322,111,483,179,-1,208,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,-64
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,4,1062,75,987,13,637,3,282,66,-1,60,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,-155
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2,543,6,537,4,248,37,147,88,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.3,-61
AAA,2013J,386924,M,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,1,164,0,164,5,46,9,67,28,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.9,-192
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,3,910,150,760,12,429,4,328,71,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.8,-38
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,3,671,63,608,13,200,8,174,52,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.7,-179
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,3,875,121,754,13,445,10,182,58,-1,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.9,-185
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,3,639,45,594,17,271,22,161,61,-1,104,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.3,-31
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1,363,32,331,8,171,1,112,20,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.21761364,-58
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,11,3003,60,2943,24,898,25,692,129,-1,1228,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.1,-54
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,3,876,22,854,10,465,3,179,98,-1,119,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.8,-38
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,4,996,26,970,19,517,2,281,92,-1,82,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.1,-23
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,4,1183,12,1171,12,713,3,300,81,-1,61,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.39428571,-57
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,4,955,131,824,19,392,33,240,89,2,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,-53
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,5,1445,164,1281,7,887,55,343,78,1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.7,-130
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,2,509,161,348,19,260,6,95,106,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.6,-129
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,5,1388,196,1192,18,556,41,353,104,-1,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.3,-67
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,3,807,29,778,14,469,3,220,57,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,-73
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,8,1359,337,1022,25,597,34,291,99,-1,297,4,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.1,-60
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,2,342,0,342,7,161,3,67,42,1,60,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.6,-15
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,2,411,0,411,8,270,1,63,28,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.3,-58
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,3,646,114,532,12,234,5,108,36,4,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-52
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,3,739,9,730,15,348,12,171,58,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-53
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,6,1009,112,897,13,356,21,217,50,-1,351,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.3,-32
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,5,1241,48,1193,2,702,24,289,52,-1,160,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.9,-38
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,5,400,47,353,3,260,5,67,29,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.6,-43
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,11,2832,441,2391,24,1004,98,710,269,-1,727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-120
AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,2,58,15,43,1,22,-1,14,9,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.21761364,-38
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,3,901,0,901,4,585,6,200,30,-1,71,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-29
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,4,998,47,951,4,655,5,240,63,-1,16,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.6,-16
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,4,1129,64,1065,2,318,-1,208,47,-1,554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.9,-156
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,2,521,19,502,8,284,3,106,62,-1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.2,-32
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,9,2328,288,2040,16,979,111,610,219,-1,389,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,-127
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,4,910,105,805,5,568,3,172,69,-1,87,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,-51
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1,224,32,192,8,104,1,63,42,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.75,-43
AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,4,488,0,488,2,419,9,36,21,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.1,-30
AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,3,780,2,778,10,605,2,113,38,-1,7,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.7,-158
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,5,1271,106,1165,12,530,1,341,60,-1,326,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.6,-22
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1,194,0,194,2,77,-1,54,25,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-38
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,25,7067,105,6962,51,1501,7,1907,150,2,3436,1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.4,-17
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,2,605,60,545,8,224,3,133,21,-1,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.4,-46
AAA,2013J,603861,M,North Region,HE Qualification,90-100%,55<=,0,60,N,Withdrawn,4,955,37,918,7,744,5,145,44,-1,7,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-38
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,3,406,74,332,3,232,3,80,23,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.6,-43
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,12,3064,103,2961,33,1745,112,449,181,-1,542,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.3,-29
AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,20,5680,446,5234,59,2138,144,1300,360,6,1637,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.7,-57
AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,40,1228,466,762,20,257,39,120,70,16,702,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-73
AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,15,4007,321,3686,15,455,77,1148,208,1,2096,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.2,-138
AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,26,7288,430,6858,40,1959,210,1957,482,4,2624,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.5,-67
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,11,3004,277,2727,25,1510,141,714,260,8,341,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-91
AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,5,1357,122,1235,11,135,28,264,63,-1,856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.3,-59
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,4,1216,26,1190,16,693,43,326,118,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.2,-67
